Name,Image URL,Product URL,Price,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,TDP,Manufacturer,Part #,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading,Specs Number
Intel Core i5-6400,//cdna.pcpartpicker.com/static/forever/images/product/2f07bb4ae8d2d1b223130d6c177bbcc2.256p.jpg,https://pcpartpicker.com/product/rK4NnQ/intel-cpu-bx80662i56400,,"
4
","
2.7 GHz
","
3.3 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80662I56400,"
Intel HD Graphics 530
","
64 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
AMD Ryzen 9 3900XT,//cdna.pcpartpicker.com/static/forever/images/product/bb4c0b72e3f78893b1e5b19ab570b2c1.256p.jpg,https://pcpartpicker.com/product/RwfFf7/amd-ryzen-9-3900xt-38-ghz-12-core-processor-100-100000277wof,$399.00 ,"
12
","
3.8 GHz
","
4.7 GHz
",N/A,N/A,"
105 W
","
AMD
",100-100000277WOF,"
None
","
128 GB
","
No
","
No
",Boxed,"
7 nm
","
No
",N/A,20
Intel Core i9-10980XE,//cdna.pcpartpicker.com/static/forever/images/product/31fa050d67e7b58c6e3b5a1fbdfacf34.256p.jpg,https://pcpartpicker.com/product/bmxbt6/intel-core-i9-10980xe-3-ghz-18-core-processor-bx8069510980xe,"$1,200.00 ","
18
","
3 GHz
","
4.8 GHz
",N/A,N/A,"
165 W
","
Intel
",BX8069510980XE,"
None
","
256 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i9-10900F,https://m.media-amazon.com/images/I/41ckT1AzbYL.jpg,https://pcpartpicker.com/product/DYtKHx/intel-core-i9-10900f-28-ghz-10-core-processor-bx8070110900f,$225.00 ,"
10
","
2.8 GHz
","
5.2 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070110900F,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
AMD Threadripper 1900X,//cdna.pcpartpicker.com/static/forever/images/product/b68f29b453848519ea8bd70695cd027c.256p.jpg,https://pcpartpicker.com/product/BvgPxr/amd-threadripper-1900x-38ghz-8-core-processor-yd190xa8aewof,$109.99 ,"
8
","
3.8 GHz
","
4 GHz
",N/A,N/A,"
180 W
","
AMD
",YD190XA8AEWOF,"
None
","
1024 GB
","
Yes
","
No
",Boxed,"
14 nm
","
No
",N/A,20
AMD Ryzen 7 3800XT,//cdna.pcpartpicker.com/static/forever/images/product/7d225094c05f3106b9e7aab3873a6631.256p.jpg,https://pcpartpicker.com/product/9wfFf7/amd-ryzen-7-3800xt-39-ghz-8-core-processor-100-100000279wof,$392.45 ,"
8
","
3.9 GHz
","
4.7 GHz
",N/A,N/A,"
105 W
","
AMD
",100-100000279WOF,"
None
","
128 GB
","
No
","
No
",Boxed,"
7 nm
","
No
",N/A,20
AMD Ryzen 5 1400,//cdna.pcpartpicker.com/static/forever/images/product/42897d7fd845792aaa6a666396777d04.256p.jpg,https://pcpartpicker.com/product/72wqqs/amd-ryzen-5-1400-32ghz-quad-core-processor-yd1400bbaebox,$110.00 ,"
4
","
3.2 GHz
","
3.4 GHz
",N/A,N/A,"
65 W
","
AMD
",YD1400BBAEBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
AMD Threadripper 2990WX,//cdna.pcpartpicker.com/static/forever/images/product/376290bb9aa6669a3393dc8c0d266e5b.256p.jpg,https://pcpartpicker.com/product/zXNv6h/amd-threadripper-2990wx-3ghz-32-core-processor-yd299xazafwof,"$2,500.00 ","
32
","
3 GHz
","
4.2 GHz
",N/A,N/A,"
250 W
","
AMD
",YD299XAZAFWOF,"
None
","
1024 GB
","
Yes
","
No
",Boxed,"
12 nm
","
No
",N/A,20
AMD Ryzen 3 3200G,//cdna.pcpartpicker.com/static/forever/images/product/1367e7b7cd727836ed3685b95c2be94e.256p.jpg,https://pcpartpicker.com/product/P3CFf7/amd-ryzen-3-3200g-36-ghz-quad-core-oemtray-processor-yd3200c5m4mfh,,"
4
","
3.6 GHz
","
4 GHz
",N/A,N/A,"
65 W
","
AMD
",YD3200C5M4MFH,"
Radeon Vega 8
","
64 GB
","
No
","
No
",OEM/Tray,"
12 nm
","
No
",N/A,20
Intel Core i7-9700KF,//cdna.pcpartpicker.com/static/forever/images/product/7a187be50026e221f31b55e76c3adf73.256p.jpg,https://pcpartpicker.com/product/LhCD4D/intel-core-i7-9700kf-36-ghz-8-core-processor-bx80684i79700kf,$218.00 ,"
8
","
3.6 GHz
","
4.9 GHz
",N/A,N/A,"
95 W
","
Intel
",BX80684I79700KF,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i5-9600KF,//cdna.pcpartpicker.com/static/forever/images/product/658de8a85dd1c0af16b8f020ed5bb2da.256p.jpg,https://pcpartpicker.com/product/MBMwrH/intel-core-i5-9600kf-37-ghz-6-core-processor-bx80684i59600kf,$180.12 ,"
6
","
3.7 GHz
","
4.6 GHz
",N/A,N/A,"
95 W
","
Intel
",BX80684I59600KF,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i7-2600,https://m.media-amazon.com/images/I/511EMznII9L.jpg,https://pcpartpicker.com/product/nvyFf7/intel-cpu-bx80623i72600,,"
4
","
3.4 GHz
",N/A,N/A,N/A,"
95 W
","
Intel
",BX80623I72600,"
Intel HD Graphics 2000
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
AMD Athlon 200GE,//cdna.pcpartpicker.com/static/forever/images/product/f55fe8a2443698085e9d8d2997cc3173.256p.jpg,https://pcpartpicker.com/product/dFhKHx/amd-athlon-200ge-32ghz-dual-core-processor-yd200gc6fbbox,$69.98 ,"
2
","
3.2 GHz
",N/A,N/A,N/A,"
35 W
","
AMD
",YD200GC6FBBOX,"
Radeon Vega 3
",N/A,"
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,18
Intel Core i5-2400,https://m.media-amazon.com/images/I/51UxOzy0XpL.jpg,https://pcpartpicker.com/product/jxJwrH/intel-cpu-bx80623i52400,$253.03 ,"
4
","
3.1 GHz
",N/A,N/A,N/A,"
95 W
","
Intel
",BX80623I52400,"
Intel HD Graphics 2000
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Core i7-8700K,//cdna.pcpartpicker.com/static/forever/images/product/4c66195cca0b7d335a79c8649245abfa.256p.jpg,https://pcpartpicker.com/product/cjPzK8/intel-core-i7-8700k-37ghz-6-core-processor-cm8068403358220,$272.50 ,"
6
","
3.7 GHz
","
4.7 GHz
",N/A,N/A,"
95 W
","
Intel
",CM8068403358220,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
AMD Ryzen 5 1500X,//cdna.pcpartpicker.com/static/forever/images/product/42897d7fd845792aaa6a666396777d04.256p.jpg,https://pcpartpicker.com/product/VtFXsY/amd-ryzen-5-1500x-35ghz-quad-core-processor-yd150xbbaebox,$195.00 ,"
4
","
3.5 GHz
","
3.7 GHz
",N/A,N/A,"
65 W
","
AMD
",YD150XBBAEBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
AMD Ryzen 5 3500,/static/forever/img/no-image.png,https://pcpartpicker.com/product/ZKqBD3/amd-ryzen-5-3500-36-ghz-6-core-processor-100-000000050,,"
6
","
3.6 GHz
","
4.1 GHz
",N/A,N/A,"
65 W
","
AMD
",100-000000050,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
7 nm
","
Yes
",N/A,20
AMD Ryzen 7 1800X,//cdna.pcpartpicker.com/static/forever/images/product/a12eab97aff3815b6707805450266034.256p.jpg,https://pcpartpicker.com/product/7qyxFT/amd-ryzen-7-1800x-36ghz-8-core-processor-yd180xbcaewof,$235.00 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Intel Core i9-13900F,//cdna.pcpartpicker.com/static/forever/images/product/b8fab5fbdca5b7f19d806800e9d07b16.256p.jpg,https://pcpartpicker.com/product/rkGbt6/intel-core-i9-13900f-2-ghz-24-core-processor-bx8071513900f,$549.99 ,"
24
","
2 GHz
","
5.6 GHz
","
2.2 GHz
","
4.2 GHz
","
65 W
","
Intel
",BX8071513900F,"
None
","
192 GB
","
Yes
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
Intel Core i5-4670K,//cdna.pcpartpicker.com/static/forever/images/product/73e19374dc737ba0b428203d85c24a78.256p.jpg,https://pcpartpicker.com/product/DNrG3C/intel-cpu-bx80646i54670k,$62.00 ,"
4
","
3.4 GHz
",N/A,N/A,N/A,"
84 W
","
Intel
",BX80646I54670K,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i5-7600,//cdna.pcpartpicker.com/static/forever/images/product/0c2441d24af10b2aff285308b4e32d03.256p.jpg,https://pcpartpicker.com/product/3pWrxr/intel-core-i5-7600-35ghz-quad-core-processor-bx80677i57600,$89.00 ,"
4
","
3.5 GHz
","
4.1 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80677I57600,"
Intel HD Graphics 630
","
64 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i5-3570K,https://m.media-amazon.com/images/I/51wwy3uSBOL.jpg,https://pcpartpicker.com/product/3LZQzy/intel-cpu-bx80637i53570k,$119.49 ,"
4
","
3.4 GHz
",N/A,N/A,N/A,"
77 W
","
Intel
",N/A,"
Intel HD Graphics 4000
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i3-7100,https://images-eu.ssl-images-amazon.com/images/I/511mRxIv4GL.jpg,https://pcpartpicker.com/product/J9X2FT/intel-core-i3-7100-39ghz-dual-core-processor-bx80677i37100,$70.00 ,"
2
","
3.9 GHz
",N/A,N/A,N/A,"
51 W
","
Intel
",BX80677I37100,"
Intel HD Graphics 630
","
64 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
Intel Core i7-4790K,https://images-na.ssl-images-amazon.com/images/I/514cOpqlw3L.jpg,https://pcpartpicker.com/product/WMJwrH/intel-cpu-cm8064601710501,$185.00 ,"
4
","
4 GHz
","
4.4 GHz
",N/A,N/A,"
88 W
","
Intel
",CM8064601710501,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",OEM/Tray,"
22 nm
","
Yes
",N/A,19
Intel 300,//cdna.pcpartpicker.com/static/forever/images/product/1d072056abc0a7b42cdb8db787cb145d.256p.jpg,https://pcpartpicker.com/product/FvkH99/intel-300-39-ghz-dual-core-processor-bx80715300,$89.99 ,"
2
","
3.9 GHz
",N/A,N/A,N/A,"
46 W
","
Intel
",BX80715300,"
Intel UHD Graphics 710
","
192 GB
","
Yes
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,19
Intel Core i3-6100,https://m.media-amazon.com/images/I/51m7931xzhL.jpg,https://pcpartpicker.com/product/hV7CmG/intel-cpu-bx80662i36100,$100.00 ,"
2
","
3.7 GHz
",N/A,N/A,N/A,"
51 W
","
Intel
",BX80662I36100,"
Intel HD Graphics 530
","
64 GB
","
Yes
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
Intel Core i7-6900K,//cdna.pcpartpicker.com/static/forever/images/product/8f6d753be524daf5a9c04d9131cb6f27.256p.jpg,https://pcpartpicker.com/product/NXyxFT/intel-cpu-bx80671i76900k,$120.00 ,"
8
","
3.2 GHz
","
3.7 GHz
",N/A,N/A,"
140 W
","
Intel
",BX80671I76900K,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i5-10500,//cdna.pcpartpicker.com/static/forever/images/product/bc6d01e56cc2c1813982ca841d3e7ae1.256p.jpg,https://pcpartpicker.com/product/JKbCmG/intel-core-i5-10500-31-ghz-6-core-processor-bx8070110500,$238.99 ,"
6
","
3.1 GHz
","
4.5 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070110500,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Pentium Gold G7400,//cdna.pcpartpicker.com/static/forever/images/product/eb5f4691a0ee2ac68328fbedd3956538.256p.jpg,https://pcpartpicker.com/product/KsBG3C/intel-pentium-gold-g7400-37-ghz-dual-core-processor-bx80715g7400,$102.75 ,"
2
","
3.7 GHz
",N/A,N/A,N/A,"
46 W
","
Intel
",BX80715G7400,"
Intel UHD Graphics 710
","
128 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,19
Intel Xeon E5-2650 V4,//cdna.pcpartpicker.com/static/forever/images/product/fe223eeb7f193ce69814603b89175472.256p.jpg,https://pcpartpicker.com/product/DGL7YJ/intel-cpu-bx80660e52650v4,$79.00 ,"
12
","
2.2 GHz
","
2.9 GHz
",N/A,N/A,"
105 W
","
Intel
",BX80660E52650V4,"
None
","
1536 GB
","
Yes
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i7-2600K,https://images-na.ssl-images-amazon.com/images/I/51bCM4jw7oL.jpg,https://pcpartpicker.com/product/LTckcf/intel-cpu-bx80623i72600k,$85.00 ,"
4
","
3.4 GHz
",N/A,N/A,N/A,"
95 W
","
Intel
",BX80623I72600K,"
Intel HD Graphics 3000
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Core i7-5820K,https://m.media-amazon.com/images/I/51pPTqeTiRL.jpg,https://pcpartpicker.com/product/6tXfrH/intel-cpu-bx80648i75820k,,"
6
","
3.3 GHz
","
3.6 GHz
",N/A,N/A,"
140 W
","
Intel
",BX80648I75820K,"
None
","
64 GB
","
No
","
No
",Boxed,"
22 nm
","
No
",N/A,20
Intel Core i5-6600,//cdna.pcpartpicker.com/static/forever/images/product/2f07bb4ae8d2d1b223130d6c177bbcc2.256p.jpg,https://pcpartpicker.com/product/m9Gj4D/intel-cpu-bx80662i56600,,"
4
","
3.3 GHz
","
3.9 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80662I56600,"
Intel HD Graphics 530
","
64 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i5-12600,//cdna.pcpartpicker.com/static/forever/images/product/7a8133e4d1ab12830ce867e2958bbc2b.256p.jpg,https://pcpartpicker.com/product/HqXJ7P/intel-core-i5-12600-33-ghz-6-core-processor-bx8071512600,$273.49 ,"
6
","
3.3 GHz
","
4.8 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8071512600,"
Intel UHD Graphics 770
","
128 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,20
AMD Threadripper 1920X,//cdna.pcpartpicker.com/static/forever/images/product/dfb011931e97f85c79165ed9e97aec59.256p.jpg,https://pcpartpicker.com/product/cRDzK8/amd-threadripper-1920x-35ghz-12-core-processor-yd192xa8aewof,$270.00 ,"
12
","
3.5 GHz
","
4 GHz
",N/A,N/A,"
180 W
","
AMD
",YD192XA8AEWOF,"
None
","
1024 GB
","
Yes
","
No
",Boxed,"
14 nm
","
No
",N/A,20
AMD Athlon II X2 240,/static/forever/img/no-image.png,https://pcpartpicker.com/product/vZTmP6/amd-cpu-adx240ock23gq,$29.48 ,"
2
","
2.8 GHz
",N/A,N/A,N/A,"
65 W
","
AMD
",ADX240OCK23GQ,"
None
",N/A,"
No
","
No
",OEM/Tray,"
45 nm
","
No
",N/A,18
Intel Xeon E5-2660,//cdna.pcpartpicker.com/static/forever/images/product/25b16e88bcddb8f6ba75f53e74bb4bb3.256p.jpg,https://pcpartpicker.com/product/PZbwrH/intel-xeon-e5-2660-22-ghz-8-core-oemtray-processor-sr0gz,,"
8
","
2.2 GHz
","
3 GHz
",N/A,N/A,"
95 W
","
Intel
",SR0GZ,"
None
",N/A,"
Yes
","
No
",OEM/Tray,"
32 nm
","
No
",N/A,19
Intel Core i7-6800K,//cdna.pcpartpicker.com/static/forever/images/product/6a1373e54fbd08524d23f61ac7eb9711.256p.jpg,https://pcpartpicker.com/product/Td98TW/intel-cpu-bx80671i76800k,$103.00 ,"
6
","
3.4 GHz
","
3.6 GHz
",N/A,N/A,"
140 W
","
Intel
",BX80671I76800K,"
None
",N/A,"
No
","
No
",Boxed,"
14 nm
","
No
",N/A,19
Intel Core i5-3570,https://images-na.ssl-images-amazon.com/images/I/51SE8s7Qz9L.jpg,https://pcpartpicker.com/product/dVV48d/intel-cpu-bx80637i53570,,"
4
","
3.4 GHz
",N/A,N/A,N/A,"
77 W
","
Intel
",BX80637i53570,"
Intel HD Graphics 2500
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
AMD Ryzen 9 PRO 7945,//cdna.pcpartpicker.com/static/forever/images/product/0060e87b1c0093626f67e76793e68c41.256p.jpg,https://pcpartpicker.com/product/jTrqqs/amd-ryzen-9-pro-7945-37-ghz-12-core-oemtray-processor-100-000000598,,"
12
","
3.7 GHz
","
5.4 GHz
",N/A,N/A,"
65 W
","
AMD
",100-000000598,"
Radeon
","
128 GB
","
Yes
","
No
",OEM/Tray,"
5 nm
","
No
",N/A,20
Intel Core i3-7350K,//cdna.pcpartpicker.com/static/forever/images/product/f08ed44a8570ef813099b9b298a84d38.256p.jpg,https://pcpartpicker.com/product/tTVBD3/intel-core-i3-7350k-42ghz-dual-core-processor-bx80677i37350k,$51.60 ,"
2
","
4.2 GHz
",N/A,N/A,N/A,"
60 W
","
Intel
",BX80677I37350K,"
Intel HD Graphics 630
","
64 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,19
Intel Core 2 Duo E8400,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Kwbp99/intel-cpu-eu80570pj0806m,$27.55 ,"
2
","
3 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",EU80570PJ0806M,"
None
",N/A,"
No
","
No
",OEM/Tray,"
45 nm
","
No
",N/A,18
Intel Pentium G640,https://m.media-amazon.com/images/I/41Gl0OxUH8L.jpg,https://pcpartpicker.com/product/yg9KHx/intel-cpu-bx80623g640,$30.00 ,"
2
","
2.8 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",BX80623G640,"
Intel HD Graphics
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Core i7-7700,https://m.media-amazon.com/images/I/41GKAuFuNGL.jpg,https://pcpartpicker.com/product/RPhj4D/intel-core-i7-7700-36ghz-quad-core-oemtray-processor-cm8067702868314,$329.95 ,"
4
","
3.6 GHz
","
4.2 GHz
",N/A,N/A,"
65 W
","
Intel
",CM8067702868314,"
Intel HD Graphics 630
","
64 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
AMD A6-6400K,https://m.media-amazon.com/images/I/51M18gCJ8GL.jpg,https://pcpartpicker.com/product/JrZQzy/amd-cpu-ad640kokhlbox,$75.00 ,"
2
","
3.9 GHz
",N/A,N/A,N/A,"
65 W
","
AMD
",AD640KOKHLBOX,"
Radeon HD 8470D
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Core i9-9900K,//cdna.pcpartpicker.com/static/forever/images/product/f4d973b5641fed5e6a0ea0116fcd3426.256p.jpg,https://pcpartpicker.com/product/z6gzK8/intel-core-i9-9900k-36ghz-8-core-oemtray-processor-cm8068403873914,$699.99 ,"
8
","
3.6 GHz
","
5 GHz
",N/A,N/A,"
95 W
","
Intel
",CM8068403873914,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
Intel Core i9-11900F,//cdna.pcpartpicker.com/static/forever/images/product/4661b942055a470174e1a056c3e6c042.256p.jpg,https://pcpartpicker.com/product/RvfnTW/intel-core-i9-11900f-25-ghz-8-core-processor-bx8070811900f,$210.00 ,"
8
","
2.5 GHz
","
5.2 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070811900F,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i5-9400F,//cdna.pcpartpicker.com/static/forever/images/product/04f08a1dee17429cdf0a6021ebe5351d.256p.jpg,https://pcpartpicker.com/product/w9VD4D/intel-core-i5-9400f-29-ghz-6-core-oemtray-processor-cm8068403358819,,"
6
","
2.9 GHz
","
4.1 GHz
",N/A,N/A,"
65 W
","
Intel
",CM8068403358819,"
None
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
Intel Core i5-9500,https://images-eu.ssl-images-amazon.com/images/I/418Vdl99UyL.jpg,https://pcpartpicker.com/product/rD4BD3/intel-core-i5-9500-3-ghz-6-core-processor-bx80684i59500,$160.74 ,"
6
","
3 GHz
","
4.4 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80684I59500,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i5-11600,//cdna.pcpartpicker.com/static/forever/images/product/c770299ed161e4589288e53b3c315088.256p.jpg,https://pcpartpicker.com/product/34ddnQ/intel-core-i5-11600-28-ghz-6-core-processor-bx8070811600,$140.00 ,"
6
","
2.8 GHz
","
4.8 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070811600,"
Intel UHD Graphics 750
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Xeon E5-2630,https://m.media-amazon.com/images/I/51j+GeVD5YL.jpg,https://pcpartpicker.com/product/kKvRsY/intel-cpu-bx80621e52630,$24.66 ,"
6
","
2.3 GHz
",N/A,N/A,N/A,"
95 W
","
Intel
",BX80621E52630,"
None
",N/A,"
Yes
","
No
",Boxed,"
32 nm
","
No
",N/A,18
Intel Core i5-7500T,//cdna.pcpartpicker.com/static/forever/images/product/af30c4076a25b69d6f721172010cc0ec.256p.jpg,https://pcpartpicker.com/product/WCvZxr/intel-core-i5-7500t-27ghz-quad-core-processor-bx80677i57500t,$69.00 ,"
4
","
2.7 GHz
","
3.3 GHz
",N/A,N/A,"
35 W
","
Intel
",BX80677I57500T,"
Intel HD Graphics 630
","
64 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i5-2500K,https://images-na.ssl-images-amazon.com/images/I/51iunH%2BDgEL.jpg,https://pcpartpicker.com/product/4WqdnQ/intel-cpu-bx80623i52500k,$211.34 ,"
4
","
3.3 GHz
",N/A,N/A,N/A,"
95 W
","
Intel
",BX80623I52500K,"
Intel HD Graphics 3000
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
AMD Athlon X4 845,https://m.media-amazon.com/images/I/41lAflzkpEL.jpg,https://pcpartpicker.com/product/6zfmP6/amd-cpu-ad845xackasbx,$50.00 ,"
4
","
3.5 GHz
","
3.8 GHz
",N/A,N/A,"
65 W
","
AMD
",AD845XACKASBX,"
None
",N/A,"
No
","
Yes
",Boxed,"
28 nm
","
Yes
",N/A,19
Intel Core i3-4150,https://m.media-amazon.com/images/I/51aP8famPoL.jpg,https://pcpartpicker.com/product/qMJwrH/intel-cpu-bx80646i34150,$45.00 ,"
2
","
3.5 GHz
",N/A,N/A,N/A,"
54 W
","
Intel
",BX80646I34150,"
Intel HD Graphics 4400
",N/A,"
Yes
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Xeon E5-2683 V4,//cdna.pcpartpicker.com/static/forever/images/product/acbbf09e0391f7599810e37d7ed1f9de.256p.jpg,https://pcpartpicker.com/product/T6rcCJ/intel-cpu-bx80660e52683v4,"$1,998.95 ","
16
","
2.1 GHz
","
3 GHz
",N/A,N/A,"
120 W
","
Intel
",BX80660E52683V4,"
None
","
1536 GB
","
Yes
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i5-11500,//cdna.pcpartpicker.com/static/forever/images/product/ed81b3f4911beef4ee212f49dec938ee.256p.jpg,https://pcpartpicker.com/product/FsXJ7P/intel-core-i5-11500-27-ghz-6-core-processor-bx8070811500,$147.43 ,"
6
","
2.7 GHz
","
4.6 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070811500,"
Intel UHD Graphics 750
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i3-9100,//cdna.pcpartpicker.com/static/forever/images/product/46badc31f619c275800a79476709e08f.256p.jpg,https://pcpartpicker.com/product/NfKcCJ/intel-core-i3-9100-36-ghz-quad-core-processor-bx80684i39100,$145.00 ,"
4
","
3.6 GHz
","
4.2 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80684I39100,"
Intel UHD Graphics 630
","
64 GB
","
Yes
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i3-12100T,//cdna.pcpartpicker.com/static/forever/images/product/37a75ae4d16234910c87ae465dfc89da.256p.jpg,https://pcpartpicker.com/product/9vDQzy/intel-core-i3-12100t-22-ghz-quad-core-oemtray-processor-cm8071504651106,,"
4
","
2.2 GHz
","
4.1 GHz
",N/A,N/A,"
35 W
","
Intel
",CM8071504651106,"
Intel UHD Graphics 730
","
128 GB
","
No
","
No
",OEM/Tray,"
10 nm
","
No
",N/A,20
AMD Threadripper 1950X,https://m.media-amazon.com/images/I/51hzN4DjiDL.jpg,https://pcpartpicker.com/product/CF7CmG/amd-threadripper-1950x-34ghz-16-core-processor-yd195xa8aewof,$907.24 ,"
16
","
3.4 GHz
","
4 GHz
",N/A,N/A,"
180 W
","
AMD
",YD195XA8AEWOF,"
None
","
1024 GB
","
Yes
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i7-4930K,//cdna.pcpartpicker.com/static/forever/images/product/a1466e1823404679892cb38473e6c5fd.256p.jpg,https://pcpartpicker.com/product/pvphP6/intel-cpu-bx80633i74930k,$97.22 ,"
6
","
3.4 GHz
","
3.9 GHz
",N/A,N/A,"
130 W
","
Intel
",BX80633I74930K,"
None
",N/A,"
No
","
No
",Boxed,"
22 nm
","
No
",N/A,19
Intel Xeon E5-2640 V3,https://m.media-amazon.com/images/I/51rLr1NagHL.jpg,https://pcpartpicker.com/product/b2FXsY/intel-cpu-bx80644e52640v3,$46.63 ,"
8
","
2.6 GHz
","
3.4 GHz
",N/A,N/A,"
90 W
","
Intel
",BX80644E52640V3,"
None
",N/A,"
Yes
","
No
",Boxed,"
22 nm
","
No
",N/A,19
Intel Core i9-12900F,//cdna.pcpartpicker.com/static/forever/images/product/c709a7db2862582c1870c1b399fd7499.256p.jpg,https://pcpartpicker.com/product/vDXJ7P/intel-core-i9-12900f-24-ghz-16-core-processor-bx8071512900f,$432.99 ,"
16
","
2.4 GHz
","
5.1 GHz
","
1.8 GHz
","
3.8 GHz
","
65 W
","
Intel
",BX8071512900F,"
None
","
128 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
AMD Threadripper 2950X,//cdna.pcpartpicker.com/static/forever/images/product/09734bbf8632da3f135375bbb4ea6f94.256p.jpg,https://pcpartpicker.com/product/bnrmP6/amd-threadripper-2950x-35ghz-16-core-processor-yd295xa8afwof,"$1,075.00 ","
16
","
3.5 GHz
","
4.4 GHz
",N/A,N/A,"
180 W
","
AMD
",YD295XA8AFWOF,"
None
","
1024 GB
","
Yes
","
No
",Boxed,"
12 nm
","
No
",N/A,20
