Name,Image URL,Product URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,SLI/CrossFire
Inno3D X3,//cdna.pcpartpicker.com/static/forever/images/product/5e105b5e523ce64b61d588924140e1cc.256p.jpg,https://pcpartpicker.com/product/NR4Ycf/inno3d-geforce-rtx-3080-ti-12-gb-x3-video-card-n308t3-126x-1810va44,,Inno3D,N308T3-126X-1810VA44,GeForce RTX 3080 Ti,12 GB,GDDR6X,1365 MHz,1665 MHz,19000 MHz,PCIe x16,Black,G-Sync,300 mm,350 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
PNY XLR8 Gaming UPRISING EPIC-X RGB,//cdna.pcpartpicker.com/static/forever/images/product/53dd3fc400c06e024f7ec4796af50ab6.256p.jpg,https://pcpartpicker.com/product/zbpzK8/pny-geforce-rtx-3070-ti-8-gb-xlr8-gaming-uprising-epic-x-rgb-video-card-vcg3070t8tfxmpb,,PNY,VCG3070T8TFXMPB,GeForce RTX 3070 Ti,8 GB,GDDR6X,1575 MHz,1770 MHz,19000 MHz,PCIe x16,Black / Silver,G-Sync,317 mm,290 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI GAMING TRIO PLUS,https://m.media-amazon.com/images/I/41DZs1et6OL.jpg,https://pcpartpicker.com/product/wYhFf7/msi-geforce-rtx-3070-lhr-8-gb-gaming-trio-plus-video-card-geforce-rtx-3070-gaming-trio-plus-8g-lhr,,MSI,"GeForce RTX 3070 GAMING TRIO PLUS 8G LHR, RTX 3070 GAMING TRIO PLUS 8G LHR, V390-403R",GeForce RTX 3070 LHR,8 GB,GDDR6,1500 MHz,1770 MHz,N/A,PCIe x16,Black,G-Sync,323 mm,240 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Inno3D Twin X2 OC,//cdna.pcpartpicker.com/static/forever/images/product/f619e1f2284e05bc9492a225a41cc497.256p.jpg,https://pcpartpicker.com/product/MF3gXL/inno3d-geforce-rtx-3070-lhr-8-gb-twin-x2-oc-video-card-n30702-08d6x-171032lh,,Inno3D,N30702-08D6X-171032LH,GeForce RTX 3070 LHR,8 GB,GDDR6,1500 MHz,1740 MHz,14000 MHz,PCIe x16,Black,G-Sync,240 mm,220 W,2,3,2 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gainward Phoenix,https://m.media-amazon.com/images/I/41hVot5YwXL.jpg,https://pcpartpicker.com/product/gMKKHx/gainward-geforce-rtx-3080-12gb-lhr-12-gb-phoenix-video-card-ned3080019kb-132ax,,Gainward,NED3080019KB-132AX,GeForce RTX 3080 12GB LHR,12 GB,GDDR6X,1260 MHz,1710 MHz,19000 MHz,PCIe x16,Silver / Black,G-Sync,294 mm,350 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
GALAX EX Gamer White (1-Click OC),/static/forever/img/no-image.png,https://pcpartpicker.com/product/RW7G3C/galax-geforce-rtx-3080-12gb-lhr-12-gb-ex-gamer-white-1-click-oc-video-card-38nom5md2gqa,,GALAX,38NOM5MD2GQA,GeForce RTX 3080 12GB LHR,12 GB,GDDR6X,1260 MHz,1770 MHz,N/A,PCIe x16,White / Gray,G-Sync,316 mm,350 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
PNY UPRISING,/static/forever/img/no-image.png,https://pcpartpicker.com/product/mppzK8/pny-geforce-rtx-3050-8gb-8-gb-uprising-video-card-vcg30508dfmpb,,PNY,VCG30508DFMPB,GeForce RTX 3050 8GB,8 GB,GDDR6,1552 MHz,1777 MHz,14000 MHz,PCIe x16,Black,G-Sync,259 mm,130 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Sapphire 11304-05-10G,/static/forever/img/no-image.png,https://pcpartpicker.com/product/ytBG3C/sapphire-radeon-rx-6600-8-gb-video-card-11304-05-10g,,Sapphire,11304-05-10G,Radeon RX 6600,8 GB,GDDR6,1626 MHz,2491 MHz,14000 MHz,PCIe x16,Black / Red,FreeSync,193 mm,140 W,2,2,2 Fans,1 PCIe 8-pin,1,1,N/A,N/A,N/A,N/A,N/A,N/A
Inno3D X3 OC,//cdna.pcpartpicker.com/static/forever/images/product/7c019122a43083d77d54e73ad20ca2d4.256p.jpg,https://pcpartpicker.com/product/Vtytt6/inno3d-geforce-rtx-3090-ti-24-gb-x3-oc-video-card-n309t3-246xx-1890va46,,Inno3D,N309T3-246XX-1890VA46,GeForce RTX 3090 Ti,24 GB,GDDR6X,1560 MHz,1890 MHz,N/A,PCIe x16,Silver / Black,G-Sync,330 mm,450 W,3,3,3 Fans,1 PCIe 16-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI GeForce GTX 1630 AERO ITX 4G,//cdna.pcpartpicker.com/static/forever/images/product/89aba508d63c3a40d6a79a80b1faf72b.256p.jpg,https://pcpartpicker.com/product/RrbTwP/msi-geforce-gtx-1630-4-gb-aero-itx-video-card-gtx-1630-aero-itx-4g,,MSI,"GTX 1630 AERO ITX 4G, GeForce GTX 1630 AERO ITX 4G",GeForce GTX 1630,4 GB,GDDR6,1740 MHz,N/A,1785 MHz,PCIe x16,Black,G-Sync,170 mm,75 W,2,2,1 Fan,None,N/A,N/A,1,N/A,N/A,1,N/A,N/A
XFX RAW II,/static/forever/img/no-image.png,https://pcpartpicker.com/product/gDPQzy/xfx-radeon-rx-5700-xt-8-gb-raw-ii-video-card-rx-57xt8offr,,XFX,RX-57XT8OFFR,Radeon RX 5700 XT,8 GB,GDDR6,1605 MHz,1905 MHz,14000 MHz,PCIe x16,Black,FreeSync,278 mm,225 W,2,3,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
Asus DUAL OC,//cdna.pcpartpicker.com/static/forever/images/product/b34042e76e6bef8d2a0ff60099c4fd34.256p.jpg,https://pcpartpicker.com/product/sMPQzy/asus-dual-oc-geforce-gtx-1630-4-gb-video-card-dual-gtx1630-o4g,,Asus,dual-gtx1630-o4g,GeForce GTX 1630,4 GB,GDDR6,1740 MHz,1830 MHz,N/A,PCIe x16,Black / Silver,G-Sync,213 mm,75 W,2,2,2 Fans,None,N/A,N/A,1,N/A,N/A,1,N/A,N/A
KFA2 ST (1-Click OC),/static/forever/img/no-image.png,https://pcpartpicker.com/product/ZvKscf/kfa2-st-1-click-oc-geforce-rtx-4090-24-gb-video-card-49nxm5md6ddk,,KFA2,49NXM5MD6DDK,GeForce RTX 4090,24 GB,GDDR6X,2235 MHz,2535 MHz,21000 MHz,PCIe x16,Black,G-Sync,352 mm,450 W,4,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Gainward Phoenix,https://m.media-amazon.com/images/I/41SBSuorcQL.jpg,https://pcpartpicker.com/product/H9rqqs/gainward-phoenix-geforce-rtx-4080-16-gb-video-card-ned4080019t2-1032x,,Gainward,NED4080019T2-1032X,GeForce RTX 4080,16 GB,GDDR6X,2205 MHz,2505 MHz,11200 MHz,PCIe x16,Black,G-Sync,329 mm,320 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gigabyte GV-N206SGAMING-8GD,/static/forever/img/no-image.png,https://pcpartpicker.com/product/qnzFf7/gigabyte-gv-n206sgaming-8gd-geforce-rtx-2060-super-8-gb-video-card-gv-n206sgaming-8gd,,Gigabyte,GV-N206SGAMING-8GD,GeForce RTX 2060 SUPER,8 GB,GDDR6,1470 MHz,1650 MHz,14000 MHz,PCIe x16,Black,G-Sync,280 mm,175 W,2,2,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
Gigabyte GAMING PRO,/static/forever/img/no-image.png,https://pcpartpicker.com/product/qBjBD3/gigabyte-gaming-pro-geforce-rtx-3060-ti-8-gb-video-card-gv-n306tgaming-pro-8,,Gigabyte,GV-N306TGAMING PRO-8,GeForce RTX 3060 Ti,8 GB,GDDR6,1410 MHz,1665 MHz,14000 MHz,PCIe x16,Black,G-Sync,286 mm,200 W,2,3,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A
Asus DUAL EVO OC,/static/forever/img/no-image.png,https://pcpartpicker.com/product/cPGnTW/asus-dual-evo-oc-geforce-gtx-1660-ti-6-gb-video-card-dual-gtx1660ti-o6g-evo,,Asus,DUAL-GTX1660TI-O6G-EVO,GeForce GTX 1660 Ti,6 GB,GDDR6,1530 MHz,1875 MHz,12002 MHz,PCIe x16,Black,G-Sync,242 mm,120 W,2,3,2 Fans,1 PCIe 8-pin,N/A,N/A,1,N/A,1,N/A,N/A,N/A
MSI GAMING TRIO,/static/forever/img/no-image.png,https://pcpartpicker.com/product/9VH7YJ/msi-gaming-trio-radeon-rx-6800-16-gb-video-card-rx-6800-gaming-trio-16g,,MSI,"RX 6800 GAMING TRIO 16G, GeForce RX 6800 GAMING TRIO 16G",Radeon RX 6800,16 GB,GDDR6,1700 MHz,2105 MHz,16000 MHz,PCIe x16,Black / Silver,FreeSync,324 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
PowerColor AXRX 5500XT 8GBD6-DH/OC,/static/forever/img/no-image.png,https://pcpartpicker.com/product/NDXYcf/powercolor-axrx-5500xt-8gbd6-dhoc-radeon-rx-5500-xt-8-gb-video-card-axrx-5500xt-8gbd6-dhoc,,PowerColor,AXRX 5500XT 8GBD6-DH/OC,Radeon RX 5500 XT,8 GB,GDDR6,1647 MHz,1845 MHz,14000 MHz,PCIe x16,Black,FreeSync,240 mm,130 W,2,2,2 Fans,1 PCIe 8-pin,1,1,N/A,N/A,N/A,N/A,N/A,N/A
Inno3D AX Gaming X3W,//cdna.pcpartpicker.com/static/forever/images/product/276195fb9a5b22e6269f638de1155b31.256p.jpg,https://pcpartpicker.com/product/7mDQzy/inno3d-ax-gaming-x3w-geforce-rtx-4080-16-gb-video-card-835168000025,,Inno3D,8.35168E+11,GeForce RTX 4080,16 GB,GDDR6X,2205 MHz,2505 MHz,N/A,PCIe x16,White / Blue,G-Sync,337 mm,320 W,3,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
Inno3D AX Gaming X3W,//cdna.pcpartpicker.com/static/forever/images/product/21c7db23e2da41be635215307fb6c650.256p.jpg,https://pcpartpicker.com/product/9bLdnQ/inno3d-ax-gaming-x3w-geforce-rtx-4070-ti-12-gb-video-card-835168000032,,Inno3D,8.35168E+11,GeForce RTX 4070 Ti,12 GB,GDDR6X,2310 MHz,2640 MHz,N/A,PCIe x16,White / Blue,G-Sync,299 mm,285 W,2,2,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI GAMING TRIO,/static/forever/img/no-image.png,https://pcpartpicker.com/product/QjHqqs/msi-gaming-trio-geforce-rtx-4060-ti-8-gb-video-card-rtx-4060-ti-gaming-trio-8g,,MSI,"RTX 4060 Ti GAMING TRIO 8G, GeForce RTX 4060 Ti GAMING TRIO 8G",GeForce RTX 4060 Ti,8 GB,GDDR6,2310 MHz,N/A,18000 MHz,PCIe x16,Black,G-Sync,338 mm,160 W,2,3,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
MSI VENTUS 3X E,/static/forever/img/no-image.png,https://pcpartpicker.com/product/ZCqrxr/msi-ventus-3x-e-geforce-rtx-4070-ti-12-gb-video-card-geforce-rtx-4070-ti-ventus-3x-e-12g,,MSI,"GeForce RTX 4070 Ti VENTUS 3X E 12G, RTX 4070 Ti VENTUS 3X E 12G",GeForce RTX 4070 Ti,12 GB,GDDR6X,2310 MHz,2625 MHz,N/A,PCIe x16,Silver / Black,G-Sync,308 mm,285 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
KFA2 SG (1-Click OC),/static/forever/img/no-image.png,https://pcpartpicker.com/product/c9pQzy/kfa2-sg-1-click-oc-geforce-rtx-4070-ti-super-16-gb-video-card-47uzm6md6mek,,KFA2,47UZM6MD6MEK,GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2670 MHz,N/A,PCIe x16,Black,G-Sync,323 mm,285 W,3,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gainward Phantom GS,/static/forever/img/no-image.png,https://pcpartpicker.com/product/pZC48d/gainward-phantom-gs-geforce-rtx-3090-ti-24-gb-video-card-ned309ts19sb-1022m,,Gainward,NED309TS19SB-1022M,GeForce RTX 3090 Ti,24 GB,GDDR6X,1560 MHz,1890 MHz,N/A,PCIe x16,Black,G-Sync,314 mm,450 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,2-way SLI Capable
Palit GameRock Premium,https://m.media-amazon.com/images/I/31JICnQB4VL.jpg,https://pcpartpicker.com/product/2HvdnQ/palit-gamerock-premium-geforce-rtx-4070-ti-12-gb-video-card-ned407ts19k9-1045g,,Palit,NED407TS19K9-1045G,GeForce RTX 4070 Ti,12 GB,GDDR6X,2310 MHz,2790 MHz,N/A,PCIe x16,Silver,G-Sync,329 mm,285 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
ATI 100-505553,//cdna.pcpartpicker.com/static/forever/images/product/9137ad24f89f2d61fefe151c4a4bc70d.256p.jpg,https://pcpartpicker.com/product/BvrG3C/ati-video-card-100505553,$129.99 ,ATI,100-505553,FirePro V5700,0.5 GB,DDR3,N/A,N/A,N/A,PCIe x16,Black / Red,None,N/A,58 W,1,1,1 Fan,None,N/A,2,1,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Zotac ZT-61102-10M,https://images-na.ssl-images-amazon.com/images/I/41TG6yEp41L.jpg,https://pcpartpicker.com/product/4tZQzy/zotac-video-card-zt6110210m,,Zotac,ZT-61102-10M,GeForce GTX 650 Ti,2 GB,GDDR5,941 MHz,N/A,5400 MHz,PCIe x16,Black / Orange,None,153 mm,110 W,2,2,1 Fan,None,2,N/A,1,N/A,N/A,N/A,N/A,N/A
HP J3G92AT,//cdna.pcpartpicker.com/static/forever/images/product/67f9d92da5cc4c4a8a50953daa4a86d0.256p.jpg,https://pcpartpicker.com/product/cqkwrH/hp-video-card-j3g92at,$168.96 ,HP,J3G92AT,FirePro W5100,4 GB,GDDR5,930 MHz,N/A,6000 MHz,PCIe x16,Black / Red,None,171 mm,75 W,1,1,1 Fan,None,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A
Corsair CB-9060010-WW,//cdna.pcpartpicker.com/static/forever/images/product/399f1836d3a8d572668666a5e341c678.256p.jpg,https://pcpartpicker.com/product/ZFkwrH/corsair-geforce-gtx-1080-8gb-hydro-gfx-video-card-cb-9060010-ww,,Corsair,CB-9060010-WW,GeForce GTX 1080,8 GB,GDDR5X,1607 MHz,1847 MHz,10108 MHz,PCIe x16,Black / Silver,G-Sync,270 mm,180 W,2,2,120 mm Radiator + 1 Fan,1 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus DUAL OC,/static/forever/img/no-image.png,https://pcpartpicker.com/product/b3YRsY/asus-dual-oc-radeon-rx-7900-xt-20-gb-video-card-dual-rx7900xt-o20g,,Asus,DUAL-RX7900XT-O20G,Radeon RX 7900 XT,20 GB,GDDR6,2000 MHz,2535 MHz,20000 MHz,PCIe x16,Black,FreeSync,323 mm,300 W,2,3,2 Fans,3 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Asus DUAL OC,/static/forever/img/no-image.png,https://pcpartpicker.com/product/WkQKHx/asus-dual-oc-radeon-rx-7900-xtx-24-gb-video-card-dual-rx7900xtx-o24g,,Asus,DUAL-RX7900XTX-O24G,Radeon RX 7900 XTX,24 GB,GDDR6,2300 MHz,2615 MHz,20000 MHz,PCIe x16,Black,FreeSync,323 mm,355 W,2,3,2 Fans,3 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
Gigabyte GV-N470D5-13I-B,https://m.media-amazon.com/images/I/51y0O2quh2L.jpg,https://pcpartpicker.com/product/vKmLrH/gigabyte-video-card-gvn470d513ib,,Gigabyte,GV-N470D5-13I-B,GeForce GTX 470,1.25 GB,GDDR5,607 MHz,N/A,N/A,PCIe x16,Black / Silver,None,N/A,215 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
EVGA 01G-P1-N948-LR,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Yrg323/evga-video-card-01gp1n948lr,,EVGA,01G-P1-N948-LR,GeForce 9400 GT,1 GB,DDR2,N/A,N/A,N/A,PCI,N/A,None,N/A,30 W,1,1,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Asus EAH5850 DIRECTCU/2DIS/1GD5,https://images-na.ssl-images-amazon.com/images/I/41h0rSLHXcL.jpg,https://pcpartpicker.com/product/PsNp99/asus-video-card-eah5850directcu2dis1gd5,,Asus,EAH5850 DIRECTCU/2DIS/1GD5,Radeon HD 5850,1 GB,GDDR5,725 MHz,N/A,N/A,PCIe x16,Black / Red,None,241 mm,151 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Gigabyte GV-N98TSL-1GI,https://images-na.ssl-images-amazon.com/images/I/51RPQdvIkuL.jpg,https://pcpartpicker.com/product/3bg323/gigabyte-video-card-gvn98tsl1gi,,Gigabyte,GV-N98TSL-1GI,GeForce 9800 GT,1 GB,GDDR3,600 MHz,N/A,N/A,PCIe x16,Black,None,N/A,30 W,2,2,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Sapphire 100252HDMI,https://m.media-amazon.com/images/I/31BujwxFwcL.jpg,https://pcpartpicker.com/product/29zv6h/sapphire-video-card-100252hdmi,,Sapphire,100252HDMI,Radeon HD 4550,0.5 GB,GDDR3,600 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,25 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
XFX HD-485X-ZNFC,https://images-na.ssl-images-amazon.com/images/I/51ReYwSoelL.jpg,https://pcpartpicker.com/product/Cbg323/xfx-video-card-hd485xznfc,,XFX,HD-485X-ZNFC,Radeon HD 4850,1 GB,DDR3,625 MHz,N/A,N/A,PCIe x16,Black,None,N/A,110 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100284VXL,https://images-na.ssl-images-amazon.com/images/I/51AAmXSQD7L.jpg,https://pcpartpicker.com/product/V7jG3C/sapphire-video-card-100284vxl,,Sapphire,100284VXL,Radeon HD 5750,1 GB,GDDR5,710 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,86 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Asus ENGTS250 DK/DI/1G,https://images-na.ssl-images-amazon.com/images/I/51CR049xd-L.jpg,https://pcpartpicker.com/product/rVzv6h/asus-video-card-engts250dkdi1g,,Asus,ENGTS250 DK/DI/1G,GeForce GTS 250,1 GB,GDDR3,N/A,N/A,N/A,PCIe x16,Blue / Silver,None,N/A,28 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
XFX HD-435X-ZAH2,https://images-na.ssl-images-amazon.com/images/I/51Pw01I01CL.jpg,https://pcpartpicker.com/product/jpsKHx/xfx-video-card-hd435xzah2,,XFX,HD-435X-ZAH2,Radeon HD 4350,1 GB,DDR2,600 MHz,N/A,N/A,PCIe x16,Black,None,167 mm,20 W,1,2,Fanless,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zotac ZT-40201-10P,https://images-na.ssl-images-amazon.com/images/I/31J3nlDoY4L.jpg,https://pcpartpicker.com/product/YHg323/zotac-video-card-zt4020110p,,Zotac,ZT-40201-10P,GeForce GTX 470,1.25 GB,GDDR5,607 MHz,N/A,N/A,PCIe x16,Black,None,N/A,215 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Zotac ZT-40202-10P,https://images-na.ssl-images-amazon.com/images/I/41IwKL4eoZL.jpg,https://pcpartpicker.com/product/4nvRsY/zotac-video-card-zt4020210p,,Zotac,ZT-40202-10P,GeForce GTX 470,1.25 GB,GDDR5,656 MHz,N/A,N/A,PCIe x16,Black / Orange,None,241 mm,215 W,2,3,2 Fans,None,1,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Zotac ZT-40402-10P,https://images-na.ssl-images-amazon.com/images/I/41nACgxsveL.jpg,https://pcpartpicker.com/product/n7jG3C/zotac-video-card-zt4040210p,,Zotac,ZT-40402-10P,GeForce GTX 460,1 GB,GDDR5,675 MHz,N/A,N/A,PCIe x16,Black / Orange,None,209 mm,150 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Zotac ZT-98GES3M-FSL,https://images-na.ssl-images-amazon.com/images/I/51nwGWSdirL.jpg,https://pcpartpicker.com/product/L2CwrH/zotac-video-card-zt98ges3mfsl,,Zotac,ZT-98GES3M-FSL,GeForce 9800 GT,0.5 GB,GDDR3,550 MHz,N/A,N/A,PCIe x16,Black / Orange,None,N/A,30 W,1,1,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI N470GTX-M2D12-B,https://images-na.ssl-images-amazon.com/images/I/41-0WZFN%2BML.jpg,https://pcpartpicker.com/product/rtTmP6/msi-video-card-n470gtxm2d12b,,MSI,N470GTX-M2D12-B,GeForce GTX 470,1.25 GB,GDDR5,607 MHz,N/A,N/A,PCIe x16,Black / Silver,None,243 mm,215 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
Asus EAH6970/2DI2S/2GD5,https://m.media-amazon.com/images/I/4178V6RQYqL.jpg,https://pcpartpicker.com/product/2Bn2FT/asus-video-card-eah69702di2s2gd5,,Asus,EAH6970/2DI2S/2GD5,Radeon HD 6970,2 GB,GDDR5,890 MHz,N/A,N/A,PCIe x16,N/A,None,279 mm,250 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Sapphire 100314SR,https://m.media-amazon.com/images/I/416jYuPdC0L.jpg,https://pcpartpicker.com/product/2B3RsY/sapphire-video-card-100314sr,,Sapphire,100314SR,Radeon HD 6870,1 GB,GDDR5,900 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,151 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-687A-ZNFC,https://images-na.ssl-images-amazon.com/images/I/41aaobijDuL.jpg,https://pcpartpicker.com/product/ZFNp99/xfx-video-card-hd687aznfc,,XFX,HD-687A-ZNFC,Radeon HD 6870,1 GB,GDDR5,900 MHz,N/A,N/A,PCIe x16,Black / Red,None,261 mm,151 W,2,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
VisionTek 900339,https://images-na.ssl-images-amazon.com/images/I/41IcUicb0cL.jpg,https://pcpartpicker.com/product/Lmckcf/visiontek-video-card-900339,,VisionTek,900339,Radeon HD 6850,1 GB,GDDR5,775 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,127 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
XFX HD-577X-ZNFC,https://m.media-amazon.com/images/I/51aFmD7o6zL.jpg,https://pcpartpicker.com/product/YFNp99/xfx-video-card-hd577xznfc,,XFX,HD-577X-ZNFC,Radeon HD 5770,1 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,Black / Red,None,215 mm,108 W,2,2,1 Fan,None,1,1,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Gigabyte GV-R545SC-1GI,https://images-na.ssl-images-amazon.com/images/I/51f-%2BE%2Bsl3L.jpg,https://pcpartpicker.com/product/FKmLrH/gigabyte-video-card-gvr545sc1gi,,Gigabyte,GV-R545SC-1GI,Radeon HD 5450,1 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,19 W,1,1,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Diamond 5870PE52G,https://images-na.ssl-images-amazon.com/images/I/419P4BCntJL.jpg,https://pcpartpicker.com/product/qzckcf/diamond-video-card-5870pe52g,,Diamond,5870PE52G,Radeon HD 5870,2 GB,GDDR5,850 MHz,N/A,N/A,PCIe x16,Black / Red,None,N/A,188 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
PowerColor AX5670 1GBD5-HV2,https://images-na.ssl-images-amazon.com/images/I/41n9cJiDQ1L.jpg,https://pcpartpicker.com/product/vdV48d/powercolor-video-card-ax56701gbd5hv2,,PowerColor,AX5670 1GBD5-HV2,Radeon HD 5670,1 GB,GDDR5,775 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,64 W,1,2,1 Fan,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Sapphire 100292DDR3L,https://images-na.ssl-images-amazon.com/images/I/419cFlFtcTL.jpg,https://pcpartpicker.com/product/h4W9TW/sapphire-video-card-100292ddr3l,,Sapphire,100292DDR3L,Radeon HD 5450,1 GB,DDR3,650 MHz,N/A,N/A,PCIe x16,Black / Blue,None,N/A,19 W,1,2,Fanless,None,1,N/A,N/A,N/A,N/A,N/A,N/A,2-way CrossFire Capable
Asus ENGTX460 SE DC/2DI/1GD5,https://m.media-amazon.com/images/I/512kyCpnglL.jpg,https://pcpartpicker.com/product/47jG3C/asus-video-card-engtx460sedc2di1gd5,,Asus,ENGTX460 SE DC/2DI/1GD5,GeForce GTX 460 SE,1 GB,GDDR5,660 MHz,N/A,N/A,PCIe x16,Black / Green,None,241 mm,150 W,2,2,1 Fan,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Gigabyte GV-N480SO-15I,https://images-na.ssl-images-amazon.com/images/I/41KUgN0VMRL.jpg,https://pcpartpicker.com/product/WVzv6h/gigabyte-video-card-gvn480so15i,,Gigabyte,GV-N480SO-15I,GeForce GTX 480,1.5 GB,GDDR5,820 MHz,N/A,N/A,PCIe x16,N/A,None,N/A,250 W,2,2,3 Fans,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3-way SLI Capable, 2-way SLI Capable"
