Name,Image URL,Product URL,Price,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless,Specs Number
Thermalright Frozen Prism,https://m.media-amazon.com/images/I/31EaXT2Hm7L.jpg,https://pcpartpicker.com/product/99XV3C/thermalright-frozen-prism-704-cfm-liquid-cpu-cooler-frozen-prism-360-black,$56.90 ,Thermalright,N/A,Frozen Prism 360 BLACK,1850 RPM,27 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Thermalright Assassin Spirit V2,https://m.media-amazon.com/images/I/510OugAarqL.jpg,https://pcpartpicker.com/product/fhFmP6/thermalright-assassin-spirit-v2-6617-cfm-cpu-cooler-as120-v2,,Thermalright,N/A,AS120 V2,1500 RPM,25.6 dB,Gray,154 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Lian Li Galahad II Trinity,//cdna.pcpartpicker.com/static/forever/images/product/043df61fe845ef21fdf5e4be6abf1ae8.256p.jpg,https://pcpartpicker.com/product/yMTZxr/lian-li-galahad-ii-trinity-891-cfm-liquid-cpu-cooler-ga2t24b,$119.99 ,Lian Li,N/A,"GA2T24B, G89.GA2T24B.00",2450 RPM,35.4 dB,Black,69 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,9
Iceberg Thermal IceFLOE T95,//cdna.pcpartpicker.com/static/forever/images/product/c8eca1f7fd81d05f9713cb8727ad2611.256p.jpg,https://pcpartpicker.com/product/qrWzK8/iceberg-thermal-icefloe-t95-41-cfm-cpu-cooler-icefloe95-00a,$9.99 ,Iceberg Thermal,IceFLOE T95,ICEFLOE95-00A,1000 - 2200 RPM,32.3 dB,Teal / Silver,78 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",No,No,10
Thermaltake UX100,//cdna.pcpartpicker.com/static/forever/images/product/80d55b70d8963a172fb456dc4e52540c.256p.jpg,https://pcpartpicker.com/product/QFtKHx/thermaltake-ux100-3882-cfm-cpu-cooler-cl-p064-al12sw-a,$11.99 ,Thermaltake,UX100,CL-P064-AL12SW-A,1800 RPM,26.92 dB,Black,66 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,10
NZXT Kraken Elite 280 RGB,//cdna.pcpartpicker.com/static/forever/images/product/56f4165bd17c7dce5d280700ac5f5f7d.256p.jpg,https://pcpartpicker.com/product/vVwmP6/nzxt-kraken-elite-280-rgb-9079-cfm-liquid-cpu-cooler-rl-kr28e-b1,$199.99 ,NZXT,Kraken Elite 280 RGB,RL-KR28E-B1,500 - 1500 RPM,34.48 dB,Black,60 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 280 mm,No,10
Corsair H100i v2,https://images-na.ssl-images-amazon.com/images/I/41vt73QuE9L.jpg,https://pcpartpicker.com/product/CrDzK8/corsair-h100i-v2-7069-cfm-liquid-cpu-cooler-cw-9060025-ww,$349.99 ,Corsair,H100i v2,"CW-9060025-WW, H100i v2",2435 RPM,37.7 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Thermalright Assassin X Refined SE,https://m.media-amazon.com/images/I/41QTQ85tENL.jpg,https://pcpartpicker.com/product/r6qrxr/thermalright-assassin-x-refined-se-6617-cfm-cpu-cooler-ax120se-white,$18.89 ,Thermalright,N/A,"AX120SE WHITE, AX120 REFINED SE WHITE",1550 RPM,25.6 dB,White / Silver,148 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Thermalright Assassin X Refined SE PLUS,https://m.media-amazon.com/images/I/51pEzEm+dmL.jpg,https://pcpartpicker.com/product/BTpQzy/thermalright-assassin-x-120-refined-se-plus-6617-cfm-cpu-cooler-ax120r-se-plus-d6,$22.29 ,Thermalright,N/A,AX120R SE PLUS D6,1550 RPM,25.6 dB,Black / Silver,148 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Deepcool AK400 DIGITAL WH,//cdna.pcpartpicker.com/static/forever/images/product/6f76e5f4ef961404d29738fa07ef6cfc.256p.jpg,https://pcpartpicker.com/product/g7yH99/deepcool-ak400-digital-wh-6899-cfm-cpu-cooler-r-ak400-whadmn-g,$45.98 ,Deepcool,AK400 DIGITAL WH,"R-AK400-WHADMN-G, AK400 DIGITAL WH",500 - 1850 RPM,28 dB,White,156 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
Corsair iCUE H150i RGB ELITE,//cdna.pcpartpicker.com/static/forever/images/product/be7a21f8569b28b3a63c9cacf31e8ccd.256p.jpg,https://pcpartpicker.com/product/Xkgrxr/corsair-icue-h150i-rgb-elite-591-cfm-liquid-cpu-cooler-cw-9060079-ww,$164.99 ,Corsair,iCUE H150i RGB ELITE,CW-9060079-WW,400 - 1850 RPM,5 - 28.9 dB,White,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
Phanteks GLACIER ONE 360D30,//cdna.pcpartpicker.com/static/forever/images/product/0dd42191a56da4d5edca659155ca22ec.256p.jpg,https://pcpartpicker.com/product/dPQKHx/phanteks-glacier-one-360d30-643-cfm-liquid-cpu-cooler-ph-go360d30_dbk01,$179.99 ,Phanteks,GLACIER ONE 360D30,PH-GO360D30_DBK01,250 - 2000 RPM,30.2 dB,Black,51 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,10
Vetroo V240,https://m.media-amazon.com/images/I/41TF2XILNAL.jpg,https://pcpartpicker.com/product/kGxRsY/vetroo-v240-52-cfm-liquid-cpu-cooler-vt-aio-v240-bk,$62.99 ,Vetroo,V240,"VT-AIO-V240-BK, V240 BK, V240 Black",1800 RPM,30.8 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
ARCTIC Alpine 23 CO,//cdna.pcpartpicker.com/static/forever/images/product/673d40c4176d76373fb262aaf428b235.256p.jpg,https://pcpartpicker.com/product/wFt9TW/arctic-alpine-23-co-cpu-cooler-acalp00036a,$12.99 ,ARCTIC,Alpine 23 CO,ACALP00036A,100 - 2000 RPM,N/A,Black,65 mm,"AM4, AM5",No,No,9
NZXT Kraken X63,//cdna.pcpartpicker.com/static/forever/images/product/a0f3c73c8cb78b224aef8977bb4b2d96.256p.jpg,https://pcpartpicker.com/product/JfVG3C/nzxt-kraken-x63-9817-cfm-liquid-cpu-cooler-rl-krx63-01,,NZXT,Kraken X63,RL-KRX63-01,500 - 2000 RPM,21 - 38 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
ARCTIC Liquid Freezer II 240 A-RGB,//cdna.pcpartpicker.com/static/forever/images/product/79a2b9aa759e9a1fd1b30b0a99c72a08.256p.jpg,https://pcpartpicker.com/product/c7wypg/arctic-liquid-freezer-ii-240-a-rgb-488-cfm-liquid-cpu-cooler-acfre00093a,$99.99 ,ARCTIC,Liquid Freezer II 240 A-RGB,ACFRE00093A,200 - 1800 RPM,22.5 dB,Black / Gray,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Noctua NH-D12L CHROMAX.BLACK,//cdna.pcpartpicker.com/static/forever/images/product/eb80afdef342a39e4cebd7e8d614e815.256p.jpg,https://pcpartpicker.com/product/Qd7scf/noctua-nh-d12l-chromaxblack-6009-cfm-cpu-cooler-nh-d12l-chromaxblack,$99.90 ,Noctua,N/A,"NH-D12L CHROMAX.BLACK, NH-D12L CH.BK, NH-D12L-CH-BK",450 - 2000 RPM,18.8 - 22.6 dB,Black,145 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Deepcool LE720,//cdna.pcpartpicker.com/static/forever/images/product/03c6d21487fa45e877cdf03a1c91da9e.256p.jpg,https://pcpartpicker.com/product/FzZXsY/deepcool-le720-8585-cfm-liquid-cpu-cooler-r-le720-whammn-g-1,,Deepcool,LE720,R-LE720-WHAMMN-G-1,500 - 2250 RPM,32.9 dB,White,52 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,10
Deepcool Assassin 4S,//cdna.pcpartpicker.com/static/forever/images/product/cd198719908904d04d46c796afdf2281.256p.jpg,https://pcpartpicker.com/product/spvD4D/deepcool-assassin-4s-6125-cfm-cpu-cooler-r-asn4s-bkgpmn-g,$79.99 ,Deepcool,N/A,R-ASN4S-BKGPMN-G,500 - 1800 RPM,29.3 dB,Black,164 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Corsair H150i PRO,//cdna.pcpartpicker.com/static/forever/images/product/d6cd9f2d284073d0a9f43b7c87ca42c4.256p.jpg,https://pcpartpicker.com/product/brVD4D/corsair-h150i-pro-473-cfm-liquid-cpu-cooler-cw-9060031-ww,$374.80 ,Corsair,H150i PRO,CW-9060031-WW,1600 RPM,25 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Cooler Master MasterLiquid 240 Atmos,//cdna.pcpartpicker.com/static/forever/images/product/7879068c05667f6e0708d626ad00fe26.256p.jpg,https://pcpartpicker.com/product/QDfxFT/cooler-master-masterliquid-240-atmos-707-cfm-liquid-cpu-cooler-mlx-d24m-a25pz-r1,$103.80 ,Cooler Master,MasterLiquid 240 Atmos,MLX-D24M-A25PZ-R1,690 - 2500 RPM,27.2 dB,Black,53 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 240 mm,No,10
Lian Li GALAHAD AIO 360 RGB,//cdna.pcpartpicker.com/static/forever/images/product/b72a09ed5fc7cc5916baaa6767a925bd.256p.jpg,https://pcpartpicker.com/product/gcsnTW/lian-li-galahad-aio-360-rgb-6917-cfm-liquid-cpu-cooler-galahad-aio-360-rgb-white,$244.95 ,Lian Li,GALAHAD AIO 360 RGB,GALAHAD AIO 360 RGB WHITE,800 - 1900 RPM,N/A,White / Silver,62 mm,"AM4, AM5, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ARCTIC Liquid Freezer II 420 A-RGB,//cdna.pcpartpicker.com/static/forever/images/product/693cc696a8722d5528ba164244f97b0a.256p.jpg,https://pcpartpicker.com/product/83vdnQ/arctic-liquid-freezer-ii-420-a-rgb-689-cfm-liquid-cpu-cooler-acfre00109a,$99.99 ,ARCTIC,Liquid Freezer II 420 A-RGB,ACFRE00109A,200 - 1900 RPM,22.5 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 420 mm,No,9
Zalman CNPS10X Performa,https://m.media-amazon.com/images/I/41locQfTHZL.jpg,https://pcpartpicker.com/product/xHytt6/zalman-cnps10x-performa-7516-cfm-cpu-cooler-c10x-performa-bk,$19.99 ,Zalman,CNPS10X Performa,"C10X-Performa-BK, CNPS10X Performa Black, CNPS10X PERFORMA BLK",700 - 1500 RPM,27 dB,Black,155 mm,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Corsair iCUE H115i ELITE CAPELLIX XT,//cdna.pcpartpicker.com/static/forever/images/product/778056d401613efa2aa8db0a92937923.256p.jpg,https://pcpartpicker.com/product/Xpgrxr/corsair-icue-h115i-elite-capellix-xt-89-cfm-liquid-cpu-cooler-cw-9060069-ww,$199.99 ,Corsair,iCUE H115i ELITE CAPELLIX XT,CW-9060069-WW,500 - 1700 RPM,5 - 33.8 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
Corsair A115,//cdna.pcpartpicker.com/static/forever/images/product/d7f3e5209ce6e1bc96523d526e07c426.256p.jpg,https://pcpartpicker.com/product/xxQKHx/corsair-a115-845-cfm-cpu-cooler-ct-9010011-ww,$99.99 ,Corsair,A115,CT-9010011-WW,400 - 1600 RPM,5 - 33.9 dB,Black,165 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
HYTE THICC Q60,//cdna.pcpartpicker.com/static/forever/images/product/98db781754cf4f9cdd4ce2f90a622976.256p.jpg,https://pcpartpicker.com/product/qrCZxr/hyte-thicc-q60-1058-cfm-liquid-cpu-cooler-fan-hyte-q60-bw,$299.99 ,HYTE,THICC Q60,FAN-HYTE-Q60-BW,N/A,10 - 47.3 dB,White / Black,105 mm,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
be quiet! Pure Loop 2 FX,//cdna.pcpartpicker.com/static/forever/images/product/3bfc6ff48aa07a12ee2d30f80b687a61.256p.jpg,https://pcpartpicker.com/product/6VkWGX/be-quiet-pure-loop-2-fx-liquid-cpu-cooler-bw013,$89.90 ,be quiet!,N/A,"BW013, PURE LOOP 2 FX 240mm",N/A,8 - 32.3 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,7
be quiet! Pure Rock LP,//cdna.pcpartpicker.com/static/forever/images/product/7023a0631b1f27739ac6d15b4d41d6db.256p.jpg,https://pcpartpicker.com/product/vgYmP6/be-quiet-pure-rock-lp-cpu-cooler-bk034,,be quiet!,Pure Rock LP,BK034,2500 RPM,N/A,Black,45 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Deepcool AK500 DIGITAL,//cdna.pcpartpicker.com/static/forever/images/product/f8dec64f97818a154822d449b00a3c26.256p.jpg,https://pcpartpicker.com/product/b3Hqqs/deepcool-ak500-digital-6899-cfm-cpu-cooler-r-ak500-bkadmn-g,$68.98 ,Deepcool,N/A,R-AK500-BKADMN-G,500 - 1850 RPM,28 dB,Black,160 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
ARCTIC Liquid Freezer II 280 A-RGB,//cdna.pcpartpicker.com/static/forever/images/product/e0bd5fae80410c14e4ef0d4d0e6797f9.256p.jpg,https://pcpartpicker.com/product/HZvdnQ/arctic-liquid-freezer-ii-280-a-rgb-689-cfm-liquid-cpu-cooler-acfre00106a,$107.45 ,ARCTIC,Liquid Freezer II 280 A-RGB,ACFRE00106A,200 - 1900 RPM,22.5 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,9
Corsair iCUE H100i RGB ELITE,//cdna.pcpartpicker.com/static/forever/images/product/dac1b336c716ec618922b2ba6a510a3f.256p.jpg,https://pcpartpicker.com/product/vjNYcf/corsair-icue-h100i-rgb-elite-591-cfm-liquid-cpu-cooler-cw-9060078-ww,$129.99 ,Corsair,iCUE H100i RGB ELITE,CW-9060078-WW,400 - 1850 RPM,5 - 28.9 dB,White,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Cooler Master Hyper 212 EVO V2,//cdna.pcpartpicker.com/static/forever/images/product/6a4bd7668f5b99c34773f0eab64b9666.256p.jpg,https://pcpartpicker.com/product/gmbCmG/cooler-master-hyper-212-evo-v2-62-cfm-cpu-cooler-rr-2v2e-18pk-r1,$86.19 ,Cooler Master,Hyper 212 EVO V2,RR-2V2E-18PK-R1,650 - 1800 RPM,8 - 27 dB,Black / Silver,155 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
ARCTIC Liquid Freezer III A-RGB,https://m.media-amazon.com/images/I/31kBeqH4PHL.jpg,https://pcpartpicker.com/product/ywJp99/arctic-liquid-freezer-iii-a-rgb-699-cfm-liquid-cpu-cooler-acfre00151a,$131.99 ,ARCTIC,N/A,ACFRE00151A,200 - 1900 RPM,N/A,White,N/A,"AM4, AM5, LGA1700",Yes - 280 mm,No,7
Noctua NH-D15S,//cdna.pcpartpicker.com/static/forever/images/product/ed53ee293a5850a42c79d46f37349901.256p.jpg,https://pcpartpicker.com/product/xCL7YJ/noctua-nh-d15s-8252-cfm-cpu-cooler-nh-d15s,$99.95 ,Noctua,N/A,NH-D15S,300 - 1500 RPM,19.2 - 24.6 dB,N/A,160 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
Deepcool AG500 BK ARGB,//cdna.pcpartpicker.com/static/forever/images/product/47608bcadf43d3cfdcbd0d65401fe12a.256p.jpg,https://pcpartpicker.com/product/pHfnTW/deepcool-ag500-bk-argb-6788-cfm-cpu-cooler-ag500-bk-argb,$41.94 ,Deepcool,N/A,"AG500 BK ARGB, R-AG500-BKANMN-G-1",300 - 1850 RPM,29.4 dB,Black,155 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Cooler Master Hyper 212 RGB Black Edition,//cdna.pcpartpicker.com/static/forever/images/product/16dca5ad82a279a9232b0cbcb6ed71bf.256p.jpg,https://pcpartpicker.com/product/hHDJ7P/cooler-master-hyper-212-rgb-black-edition-573-cfm-cpu-cooler-rr-212s-20pc-r1,$99.99 ,Cooler Master,Hyper 212 RGB Black Edition,RR-212S-20PC-R1,650 - 2000 RPM,8 - 30 dB,Black,159 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Thermalright Assassin Spirit 120 EVO WHITE ARGB,https://m.media-amazon.com/images/I/418jnVU5HoL.jpg,https://pcpartpicker.com/product/r3kH99/thermalright-assassin-spirit-120-evo-white-argb-704-cfm-cpu-cooler-as120-evo-white-argb,$20.90 ,Thermalright,Assassin Spirit 120 EVO WHITE ARGB,AS120 EVO WHITE ARGB,1850 RPM,27 dB,White,156 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,10
ID-COOLING FROZN A400 BLACK,https://m.media-amazon.com/images/I/41FbDqCnwbL.jpg,https://pcpartpicker.com/product/hdcgXL/id-cooling-frozn-a400-black-458-cfm-cpu-cooler-frozn-a400-black,$24.99 ,ID-COOLING,N/A,FROZN A400 BLACK,500 - 2200 RPM,25.8 dB,Black,123 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
Corsair iCUE LINK H150i RGB,//cdna.pcpartpicker.com/static/forever/images/product/6a8b5d9683fc5c82d2219c88d093683a.256p.jpg,https://pcpartpicker.com/product/NBTZxr/corsair-icue-link-h150i-rgb-631-cfm-liquid-cpu-cooler-cw-9061006-ww,$214.99 ,Corsair,iCUE LINK H150i RGB,CW-9061006-WW,480 - 2400 RPM,N/A,White,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,8
Asus ROG Ryujin III,//cdna.pcpartpicker.com/static/forever/images/product/3f336e06cc4f537631bcd5f0ef566a8e.256p.jpg,https://pcpartpicker.com/product/Gjn9TW/asus-rog-ryujin-iii-716-cfm-liquid-cpu-cooler-90rc00l0-m0uay0,$289.99 ,Asus,N/A,"90RC00L0-M0UAY0, ROG RYUJIN III 360, 90RC00L0-M0AAY0",450 - 2000 RPM,29.7 dB,Black,101 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",Yes - 360 mm,No,9
MSI MAG CORELIQUID C240,//cdna.pcpartpicker.com/static/forever/images/product/a5f45341ee2de97d8acceaff551bd89f.256p.jpg,https://pcpartpicker.com/product/gC4Ycf/msi-mag-coreliquid-c240-7873-cfm-liquid-cpu-cooler-mag-coreliquid-c240,$74.98 ,MSI,N/A,"MAG CORELIQUID C240, 306-7ZW2R11-813, CLC240",500 - 2000 RPM,14.3 - 34.3 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Fractal Design Lumen S24 RGB V2,//cdna.pcpartpicker.com/static/forever/images/product/2a211c269fa2abcc271967052a2801d5.256p.jpg,https://pcpartpicker.com/product/dgXV3C/fractal-design-lumen-s24-rgb-v2-56-cfm-liquid-cpu-cooler-fd-w-l1-s2412,$113.98 ,Fractal Design,Lumen S24 RGB V2,FD-W-L1-S2412,500 - 2000 RPM,10 - 33.2 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
ARCTIC Alpine 17 CO,//cdna.pcpartpicker.com/static/forever/images/product/e95e4cfd3c074666b03d6092f739221e.256p.jpg,https://pcpartpicker.com/product/4ZYmP6/arctic-alpine-17-co-cpu-cooler-acalp00041a,$12.99 ,ARCTIC,Alpine 17 CO,ACALP00041A,250 - 2700 RPM,N/A,Black,77 mm,LGA1700,No,No,9
Deepcool AK500,//cdna.pcpartpicker.com/static/forever/images/product/b0bf832d4b826860ac24787be6086941.256p.jpg,https://pcpartpicker.com/product/p3cG3C/deepcool-ak500-6899-cfm-cpu-cooler-r-ak500-whnnmt-g,$48.98 ,Deepcool,N/A,"R-AK500-WHNNMT-G, AK500 WH",500 - 1850 RPM,25.9 - 31.5 dB,White,158 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
be quiet! Silent Loop 2 360,//cdna.pcpartpicker.com/static/forever/images/product/c809bc42184c1fe9b8d2ded3d6106932.256p.jpg,https://pcpartpicker.com/product/nx6p99/be-quiet-silent-loop-2-360-7333-cfm-liquid-cpu-cooler-bw012,$228.86 ,be quiet!,Silent Loop 2 360,BW012,2200 RPM,17.7 - 39.8 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
EK AIO Basic 360,//cdna.pcpartpicker.com/static/forever/images/product/e7c0ad9aa8d3dab05aa52b9224e0872e.256p.jpg,https://pcpartpicker.com/product/znH7YJ/ek-aio-basic-360-77-cfm-liquid-cpu-cooler-ek-aio-basic-360,$113.82 ,EK,AIO Basic 360,"EK-AIO Basic 360, AIO-BASIC-360, 3831109832509",550 - 2200 RPM,33.5 dB,Black,53 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,10
MSI MEG CORELIQUID S360,//cdna.pcpartpicker.com/static/forever/images/product/cbbdc86a542408a48ee588f20638430c.256p.jpg,https://pcpartpicker.com/product/LGH7YJ/msi-meg-coreliquid-s360-562-cfm-liquid-cpu-cooler-meg-coreliquid-s360,$179.00 ,MSI,MEG CORELIQUID S360,"MEG CoreLiquid S360, 9S6-6A0521-001, CLS360",N/A,22.7 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,8
Noctua NH-U14S,//cdna.pcpartpicker.com/static/forever/images/product/356776b12b7cb2e8c1368bbba0858a81.med.256p.jpg,https://pcpartpicker.com/product/DMjG3C/noctua-nh-u14s-8252-cfm-cpu-cooler-nh-u14s,$73.59 ,Noctua,N/A,NH-U14S,300 - 1500 RPM,19.2 - 24.6 dB,N/A,165 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
Corsair iCUE H100i ELITE CAPELLIX,//cdna.pcpartpicker.com/static/forever/images/product/3e80087537051bd56fa7650e7d61516d.256p.jpg,https://pcpartpicker.com/product/VDWBD3/corsair-icue-h100i-elite-capellix-75-cfm-liquid-cpu-cooler-cw-9060046-ww,$223.00 ,Corsair,iCUE H100i ELITE CAPELLIX,CW-9060046-WW,2400 RPM,10 - 37 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Thermalright Frozen Prism ARGB,https://m.media-amazon.com/images/I/31jIU69MrZL.jpg,https://pcpartpicker.com/product/Zcgrxr/thermalright-frozen-prism-argb-704-cfm-liquid-cpu-cooler-frozen-prism-240-black-argb,$50.90 ,Thermalright,N/A,Frozen Prism 240 Black ARGB,1850 RPM,27 dB,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
